cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,lossSorted
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,3,3,3,1,1,1,4,3,7,9,4,2,14,3,2,33,1,7,22,0.630691,0.620805,0.336963,0.789639,0.372405,0.610518,0.624512,0.58354,0.66201,0.60401,0.880469,0.871011,0.348267,0.304428,1115.83
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,1,1,1,2,1,1,3,2,1,3,1,1,2,1,1,5,6,1,1,5,2,1,5,1,2,1,2,37,6,5,4,7,0.70022,0.681761,0.440642,0.473202,0.281143,0.668706,0.46566,0.60659,0.7628,0.51111,0.682315,0.669033,0.712318,0.566337,1116.23
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,4,4,1,1,2,1,2,2,2,2,4,2,8,4,1,1,4,0.321594,0.555782,0.527991,0.373816,0.422268,0.408772,0.363312,0.32843,0.32128,0.44467,0.327915,0.32157,0.605077,0.362711,1119.86
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,5,6,1,2,2,1,2,2,2,2,4,2,10,4,1,1,4,0.338258,0.785784,0.65431,0.373816,0.422268,0.407919,0.407105,0.32843,0.32128,0.44467,0.377724,0.369858,0.605077,0.808211,1121.6
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,2,2,3,1,4,4,5,13,6,1,1,7,2,1,7,7,2,4,2,21,4,4,10,10,0.667647,0.785784,0.57136,0.327354,0.422268,0.678275,0.55642,0.33906,0.62542,0.81255,0.636828,0.623714,0.675536,0.283923,1129.57
1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,3,2,1,4,5,10,9,1,1,7,6,3,5,7,2,64,2,9,1,1,9,135,0.623912,0.127059,0.150744,0.730249,0.508483,0.524442,0.456708,0.5245,0.64873,0.71775,0.301022,0.295524,0.678452,0.297713,1130.79
2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,2,1,1,3,2,1,3,1,1,1,7,2,5,1,9,2,11,2,2,25,1,9,10,0.455585,0.737068,0.728827,0.229617,0.281143,0.679813,0.787006,0.38318,0.41471,0.58796,0.718299,0.714544,0.611431,0.303323,1131.18
1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,11,2,7,2,9,2,11,2,9,11,1,1,56,0.61434,0.358319,0.298977,0.275813,0.281143,0.899989,0.943306,0.34445,0.58325,0.80218,0.888438,0.879347,0.818567,0.294785,1134.52
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,3,5,6,1,1,7,2,1,3,4,2,10,2,8,8,4,3,50,0.634734,0.681761,0.336963,0.894723,0.845727,0.456654,0.457075,0.36083,0.46853,0.51666,0.4961,0.485119,0.363547,0.362516,1136.99
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,12,6,1,1,5,1,3,2,2,2,14,1,18,15,1,4,73,0.370077,0.199504,0.162313,0.259793,0.348388,0.573611,0.587223,0.34987,0.37458,0.48334,0.415029,0.424625,0.704052,0.759924,1138.06
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,3,3,3,6,1,1,6,4,1,3,5,2,11,2,10,7,3,3,9,0.503312,0.681761,0.692825,0.284048,0.281143,0.442105,0.878486,0.24123,0.53565,0.50556,0.569745,0.55738,0.336261,0.808618,1144.74
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,13,6,1,1,5,2,1,9,4,2,10,2,10,26,3,7,19,0.629339,0.422197,0.230975,0.62377,0.302678,0.460158,0.521362,0.29758,0.5042,0.54983,0.453334,0.462286,0.312885,0.798071,1151.31
2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,2,3,2,1,3,1,1,1,1,2,1,2,3,3,1,1,4,5,3,10,1,1,7,1,3,5,7,3,4,2,7,18,1,1,16,0.646748,0.422197,0.230975,0.815505,0.281143,0.569868,0.523947,0.51256,0.66201,0.50556,0.396226,0.387819,0.666708,0.254871,1155.63
1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,6,3,6,1,1,7,1,1,10,8,2,6,1,7,8,8,12,16,0.533707,0.028177,0.139862,0.83884,0.281143,0.367466,0.254196,0.26847,0.28578,0.58257,0.307628,0.301921,0.175568,0.256605,1159.64
2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,3,4,1,1,7,2,5,1,2,2,14,1,17,5,1,9,10,0.589332,0.785784,0.792378,0.809278,0.534484,0.762581,0.614204,0.56011,0.5126,0.80218,0.771508,0.758883,0.746494,0.283811,1163.87
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,3,6,1,3,2,1,3,4,4,2,14,2,9,14,1,6,4,0.496063,0.737068,0.592681,0.594598,0.534484,0.386522,0.369269,0.41762,0.43524,0.42284,0.352419,0.345316,0.372852,0.294502,1164.97
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,4,6,1,1,4,2,10,2,9,2,11,2,22,25,2,4,8,0.580885,0.737068,0.484196,0.259793,0.281143,0.936776,0.993527,0.42345,0.5042,0.75234,0.935094,0.928668,0.802184,0.67434,1165.98
2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,3,1,1,4,2,1,4,6,1,1,4,1,7,7,2,2,20,1,1,9,1,1,24,0.855947,0.358319,0.26357,0.705434,0.281143,0.884884,0.672319,0.89618,0.81945,0.83202,0.757468,0.772574,0.806381,0.712351,1168.65
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,5,6,1,1,4,2,7,2,2,2,11,2,8,9,5,4,32,0.655966,0.555782,0.336963,0.761209,0.281143,0.896332,0.756893,0.82598,0.58325,0.80569,0.843548,0.832658,0.867611,0.417588,1173.35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,1,1,10,4,3,9,8,3,44,1,48,35,1,2,133,0.367378,0.036553,0.102746,0.942332,0.356315,0.305625,0.271909,0.26847,0.28922,0.45567,0.511698,0.500382,0.208609,0.50418,1175.52
1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,7,1,1,11,2,5,4,1,2,4,2,17,9,4,1,42,0.907272,0.555782,0.174588,0.284048,0.281143,0.819104,0.489667,0.88205,0.93383,0.7877,0.797841,0.785706,0.784711,0.356691,1176.87
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,2,2,1,2,1,1,3,3,2,4,6,1,2,7,3,3,3,3,2,10,2,1,4,1,7,10,0.500412,0.681761,0.692825,0.327354,0.87101,0.362016,0.437192,0.25918,0.41471,0.51111,0.715131,0.701926,0.295948,0.714791,1178.3
2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,4,1,3,3,8,9,6,1,3,2,1,5,3,3,2,2,2,6,14,4,3,3,0.542355,0.620805,0.54977,0.604408,0.594196,0.511523,0.496575,0.40028,0.43524,0.43919,0.411247,0.402413,0.3574,0.39199,1178.76
2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,3,9,6,1,1,3,1,6,4,4,3,4,1,7,21,3,6,11,0.408661,0.555782,0.462347,0.195483,0.456483,0.246347,0.247353,0.2828,0.32311,0.23148,0.26014,0.255941,0.324464,0.251712,1184.45
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,3,6,1,2,6,2,1,1,9,2,4,2,19,7,1,9,9,0.34609,0.620805,0.844219,0.284048,0.340543,0.58992,0.774333,0.61795,0.46017,0.52221,0.678924,0.665644,0.598688,0.214978,1189.03
2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,6,1,1,6,2,6,8,2,2,9,4,23,5,3,4,17,0.283689,0.488789,0.506105,0.463029,0.534484,0.349885,0.381185,0.81542,0.32311,0.36458,0.453334,0.454705,0.651733,0.836568,1190.54
1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,3,3,1,2,1,3,3,1,6,7,4,16,16,2,7,12,1,6,102,0.301693,0.422197,0.462347,0.24439,0.281143,0.235381,0.250861,0.3026,0.31581,0.27777,0.223038,0.220003,0.339244,0.232823,1191.95
2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,3,2,2,1,2,1,1,1,1,3,2,1,2,2,1,2,3,3,3,6,1,1,3,1,6,4,4,2,10,4,12,4,1,3,5,0.305371,0.620805,0.711159,0.412789,0.302678,0.220282,0.314608,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.347268,1192.26
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,3,6,1,1,5,1,5,2,2,2,10,2,7,9,8,8,72,0.727451,0.299102,0.440642,0.753703,0.281143,0.824784,0.671122,0.9088,0.80668,0.61459,0.727671,0.714544,0.869135,0.234612,1202.06
1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,3,1,1,3,4,4,4,3,2,11,7,7,3,6,2,14,2,14,33,1,7,155,0.597726,0.488789,0.54977,0.796346,0.765014,0.636461,0.614789,0.57187,0.66201,0.58257,0.965207,0.961121,0.354344,0.41251,1203.9
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,4,1,1,1,1,1,1,1,2,4,1,2,3,7,5,6,1,1,6,4,3,4,8,2,14,2,5,7,3,2,94,0.132697,0.100099,0.506105,0.309621,0.281143,0.266981,0.720948,0.45289,0.21093,0.28677,0.411247,0.402413,0.167982,0.433641,1209.72
1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,11,4,1,2,2,1,3,4,4,2,11,2,6,37,1,3,71,0.338258,0.681761,0.506105,0.327354,0.951977,0.364464,0.329585,0.49462,0.29269,0.36458,0.341813,0.335036,0.324464,0.386539,1211.21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,3,3,6,2,1,1,3,1,6,4,4,2,4,1,19,4,1,3,5,0.312802,0.737068,0.711159,0.412789,0.302678,0.220686,0.289239,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.211166,1221.18
2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,10,6,1,1,6,2,2,8,2,2,9,4,6,5,1,4,17,0.283689,0.422197,0.506105,0.463029,0.551723,0.394921,0.402467,0.819,0.32128,0.36458,0.453334,0.454705,0.651733,0.385617,1221.25
1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,4,3,3,2,1,1,1,1,2,7,10,4,2,6,2,20,35,1,11,100,0.772995,0.358319,0.201309,0.864586,0.585792,0.60266,0.452303,0.34445,0.55648,0.77634,0.546666,0.590961,0.301535,0.695134,1225.83
1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,4,4,1,4,2,3,1,2,1,1,1,3,2,1,2,1,1,3,2,1,1,6,1,1,7,4,1,7,2,2,2,2,6,2,1,6,10,0.472892,0.681761,0.692825,0.564742,0.594196,0.570733,0.547756,0.80438,0.44352,0.63026,0.705501,0.692256,0.51666,0.38697,1233.62
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,2,1,2,1,2,3,3,12,6,1,6,2,2,6,7,4,3,6,2,10,23,1,6,60,0.325401,0.422197,0.54977,0.383428,0.372405,0.234324,0.324913,0.5006,0.33611,0.3148,0.307628,0.301921,0.333292,0.810941,1237.39
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,3,4,1,1,2,1,3,3,4,2,4,2,10,2,1,3,4,0.475784,0.681761,0.462347,0.534409,0.78323,0.3735,0.359439,0.36083,0.44352,0.45017,0.291268,0.295524,0.333292,0.798874,1240.68
2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,3,4,1,2,2,1,3,3,4,2,14,2,19,23,1,3,2,0.540916,0.737068,0.506105,0.412789,0.491114,0.372125,0.374109,0.48864,0.45391,0.48889,0.341813,0.335036,0.339244,0.211377,1248.98
1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,6,7,1,3,10,2,5,7,1,2,4,2,22,9,1,1,23,0.8464,0.555782,0.356819,0.713852,0.281143,0.77265,0.43428,0.96024,0.86299,0.8351,0.784967,0.772574,0.810511,0.673899,1250.25
1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,2,1,2,3,3,3,6,1,2,3,5,3,4,4,2,6,2,10,29,3,3,105,0.327952,0.488789,0.944251,0.267727,0.765014,0.361473,0.584564,0.44106,0.32496,0.34424,0.760322,0.747533,0.315758,0.815765,1250.36
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,3,3,3,4,4,1,1,2,1,2,9,4,25,49,2,7,29,1,7,4,0.45271,0.100099,0.317666,0.327354,0.551723,0.252067,0.34447,0.2638,0.33237,0.26894,0.223038,0.244485,0.213045,0.238089,1255.06
2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,4,1,1,4,2,5,2,2,2,10,2,5,9,1,1,24,0.61434,0.199504,0.230975,0.705434,0.281143,0.78973,0.633655,0.82252,0.58325,0.80218,0.757468,0.74464,0.818567,0.431818,1259.26
